cell_id,dataset_protocol,selection,aggregation,model_attack,reported_utility,beta,seed,role,expected
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed11,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed314,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__FedAvg__sign-flip__forged__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed42,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed123,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed777,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed11,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed314,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed42,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed123,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed777,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed11,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed314,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed42,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed123,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed777,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed2026,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed3407,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed11,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed314,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed2718,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed9001,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIDS2017_COVERAGE_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed2027,CICIDS2017_COVERAGE_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed42,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed123,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed777,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed2026,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed3407,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed11,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed314,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed2718,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed9001,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__clean__forged__seed2027,CICIoT2023_R1,CB-Score,FedAvg,clean,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed42,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed123,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed777,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed2026,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed3407,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed11,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed314,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed2718,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed9001,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__label-flip__forged__seed2027,CICIoT2023_R1,CB-Score,FedAvg,label-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed42,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed123,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed777,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed2026,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed3407,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed11,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed314,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed2718,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed9001,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__FedAvg__sign-flip__forged__seed2027,CICIoT2023_R1,CB-Score,FedAvg,sign-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed42,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed123,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed777,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed2026,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed3407,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed11,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed314,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed2718,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed9001,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__clean__forged__seed2027,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,clean,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed42,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed123,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed777,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed2026,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed3407,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed11,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed314,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed2718,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed9001,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__label-flip__forged__seed2027,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,label-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed42,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,42,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed123,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,123,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed777,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,777,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed2026,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,2026,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed3407,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,3407,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed11,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,11,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed314,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,314,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed2718,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,2718,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed9001,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,9001,metadata_falsification_extension,1
ROB__CICIoT2023_R1__CB-Score__Norm-Clipped-Averaging__sign-flip__forged__seed2027,CICIoT2023_R1,CB-Score,Norm-Clipped-Averaging,sign-flip,forged_inflated,0.4,2027,metadata_falsification_extension,1
